"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"252","#setankuburan berkelompok &amp; berkembang, mati satu tumbuh sejuta.",FALSE,114,NA,2015-03-30 09:59:17,FALSE,NA,"582482218372583424",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",74,FALSE,FALSE,NA,NA
"253","#setankuburan lahir dari dosa yg dibuat semasa hidup.",FALSE,78,NA,2015-03-30 09:58:30,FALSE,NA,"582482023240966145",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",46,FALSE,FALSE,NA,NA
"254","Setan itu adalah sifat &amp; budaya negatif.",FALSE,79,NA,2015-03-30 09:56:23,FALSE,NA,"582481486655287296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",42,FALSE,FALSE,NA,NA
"255","Setan &amp; neraka mulai menyerang &amp; berperang melawan kebenaran, kematiam tak dapat menyiasati dosa.",FALSE,55,NA,2015-03-30 09:50:00,FALSE,NA,"582479882191425536",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",42,FALSE,FALSE,NA,NA
"256","Hanya setan yg merasa tersindir &amp; terbakar dg kata &amp; pikiran ini.",FALSE,63,NA,2015-03-30 09:49:08,FALSE,NA,"582479663764676608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",49,FALSE,FALSE,NA,NA
"257","Pembela neraka masuk neraka.",FALSE,71,NA,2015-03-30 09:45:24,FALSE,NA,"582478725918277632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",35,FALSE,FALSE,NA,NA
"258","Tes HIV &amp; Narkoba seluruh artis &amp; pejabat indonesia. #lsmhajarindonesia",FALSE,97,NA,2015-03-30 08:50:23,FALSE,NA,"582464877760884736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",90,FALSE,FALSE,NA,NA
"259","Kalian yg membuat sakit hati ini &amp; hinaannya mendunia.",FALSE,122,NA,2015-03-30 07:57:57,FALSE,NA,"582451682178547714",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",70,FALSE,FALSE,NA,NA
"260","Yang namanya setan walaupun udah mati atau dikubur &amp; neraka tetap aja ngejek manusia !",FALSE,94,NA,2015-03-30 07:55:58,FALSE,NA,"582451186491510784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",99,FALSE,FALSE,NA,NA
"261","Sahabat yg hebat adalah yg tidak pernah berdebat.",FALSE,107,NA,2015-03-30 06:41:26,FALSE,NA,"582432428452487168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",122,FALSE,FALSE,NA,NA
"262","RT @translatorbali: South Korean president calls for close consultation with Beijing on #AIIB (File pic) http://t.co/hD47Qk9sEe http://t.co…",FALSE,0,NA,2015-03-30 06:39:49,FALSE,NA,"582432021747609600",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",7,TRUE,FALSE,NA,NA
"263","Hidup menghujat, mati dihujat.",FALSE,150,NA,2015-03-30 06:39:20,FALSE,NA,"582431898196008960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",158,FALSE,FALSE,NA,NA
"264","Tanam kebaikan, berbuah persahabatan &amp; kehebatan. ) #akuindonesia",FALSE,72,NA,2015-03-30 06:21:15,FALSE,NA,"582427350513549312",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",64,FALSE,FALSE,NA,NA
"265","Yang menghapus dosa hanya Tuhan dg syarat tobat.",FALSE,132,NA,2015-03-30 03:39:40,FALSE,NA,"582386686283231232",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",118,FALSE,FALSE,NA,NA
"266","RT @david_aditiya: @farhatabbaslaw Karena kematian telah menghapus segalanya. Kecuali dosa",FALSE,0,NA,2015-03-30 03:32:25,FALSE,NA,"582384859550646273",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",27,TRUE,FALSE,NA,NA
"267","Yang nguburin orangnya itu2 aja,",FALSE,193,NA,2015-03-30 03:32:10,FALSE,NA,"582384798284406784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",98,FALSE,FALSE,NA,NA
"268","Saat bercanda lupa mati, saat mati ingat dosa.",FALSE,126,NA,2015-03-30 03:30:35,FALSE,NA,"582384400647598080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",132,FALSE,FALSE,NA,NA
"269","Mati baru baik. Bukan orang baik yg mati.",FALSE,82,NA,2015-03-30 03:29:17,FALSE,NA,"582384070664982528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",55,FALSE,FALSE,NA,NA
"270","RT @AnggraeniAsrina: dia sudah mendapatkn apa yang pantas dia dapatkan,sudahlah om. . . diikhlaskan aja,didoakan yg baik2. . . @farhatabbas…",FALSE,0,NA,2015-03-30 03:28:44,FALSE,NA,"582383934530416640",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",76,TRUE,FALSE,NA,NA
"271","Dosa yg membakarnya.",FALSE,64,NA,2015-03-30 03:27:30,FALSE,NA,"582383624802025473",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",40,FALSE,FALSE,NA,NA
"272","Terbakar didalam tanah",FALSE,87,NA,2015-03-30 03:27:14,FALSE,NA,"582383557298905088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",51,FALSE,FALSE,NA,NA
"273","Dia berobat kemudian mati, bukan bertobat sebelum mati.",FALSE,111,NA,2015-03-30 03:25:02,FALSE,NA,"582383003378192384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",156,FALSE,FALSE,NA,NA
"274","Harta &amp; dosa koruptor yg sudah mati aja masih dikejar ke anak cucunya,, apalagi dosa si mulut kotor itu.",FALSE,92,NA,2015-03-30 03:21:50,FALSE,NA,"582382198562504704",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",118,FALSE,FALSE,NA,NA
"275","Apa pantasnya dia dibela?",FALSE,102,NA,2015-03-30 02:46:00,FALSE,NA,"582373178883723264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",64,FALSE,FALSE,NA,NA
"276","Dulu olga hina2 &amp; ngatain gue, gue diam?kini dia udah mati, kalo gue balik yg hina2 atau parodiin keluarganya? Marah gak kalian? Ngaca dong",FALSE,345,NA,2015-03-30 02:45:24,FALSE,NA,"582373028547325953",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",876,FALSE,FALSE,NA,NA
"277","Dibatu nisannya gak pakai nama olga tapi nama yoga syahputra.",FALSE,181,NA,2015-03-30 02:30:23,FALSE,NA,"582369248304971776",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",192,FALSE,FALSE,NA,NA
"278","Matinya tiap hari ngakunya hari jumat.",FALSE,119,NA,2015-03-30 02:28:00,FALSE,NA,"582368651119996928",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",112,FALSE,FALSE,NA,NA
"279","Dulu kita seperti orang yg meninggal dihina2nya,,",FALSE,84,NA,2015-03-30 02:09:27,FALSE,NA,"582363980695400448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",51,FALSE,FALSE,NA,NA
"280","Tanahpun akan habis membayar dosa.",FALSE,68,NA,2015-03-30 02:07:32,FALSE,NA,"582363497838694400",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",34,FALSE,FALSE,NA,NA
"281","Tuh teman2nya mulai berani ngomong kalo kecewa &amp; marah karena selama ini gak pernah dibolehin jenguk sama emmak2",FALSE,133,NA,2015-03-30 00:30:10,FALSE,NA,"582338994635063296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",149,FALSE,FALSE,NA,NA
"282","RT @Rauff_Abd: “@politikline: Australia Ancam Bongkar ‘Borok’ Jokowi Bila Eksekusi Mati Bali Nine http://t.co/s8LQPxffUh”@jokowi_do2",FALSE,0,NA,2015-03-29 23:45:49,FALSE,NA,"582327833319477249",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",107,TRUE,FALSE,NA,NA
"283","Siapa yg menelantarkan nenek sendiri, matinya tersiksa sendiri.",FALSE,79,NA,2015-03-29 23:39:39,FALSE,NA,"582326283717120002",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",58,FALSE,FALSE,NA,NA
"284","Orang yg gak bisa membedakan mna supir mana bapaknya ( bapaknya dijadiin supir ) semiskin apapun orang tuanya, matinya menderita",FALSE,86,NA,2015-03-29 23:38:35,FALSE,NA,"582326013691990017",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",81,FALSE,FALSE,NA,NA
"285","@darmarestub_98 HBD ya",FALSE,43,"darmarestub_98",2015-03-29 23:34:52,FALSE,NA,"582325080786497536","3104587634","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",2,FALSE,FALSE,NA,NA
"286","Tes HIV aja.",FALSE,85,NA,2015-03-29 23:04:13,FALSE,NA,"582317364999364608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",41,FALSE,FALSE,NA,NA
"287","Dia pikir dg bencong dia lucu.",FALSE,116,NA,2015-03-29 23:02:09,FALSE,NA,"582316845471916032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",182,FALSE,FALSE,NA,NA
"288","Hidup melawak matinya sakit.",FALSE,77,NA,2015-03-29 23:01:47,FALSE,NA,"582316751943155712",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",136,FALSE,FALSE,NA,NA
"289","RT @gwejie: @farhatabbaslaw - semakin terungkap &amp; akan semakin damai #semangatpagiMrPresident",FALSE,0,NA,2015-03-29 23:01:22,FALSE,NA,"582316648540950528",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",10,TRUE,FALSE,NA,NA
"290","Kematian tidak menghapus dosa. Kematian awal siksa kubur bagi pendosa.",FALSE,66,NA,2015-03-29 22:59:41,FALSE,NA,"582316223192383488",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",73,FALSE,FALSE,NA,NA
"291","Yang banyak masuk neraka &amp; tersiksa saat sakit &amp; mati yaitu pelawak, mungkin kebanyakan nertawain orang? Mengolok2 agar lucu.",FALSE,131,NA,2015-03-29 22:57:50,FALSE,NA,"582315757402370048",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",238,FALSE,FALSE,NA,NA
"292","Gue percaya karma.",FALSE,88,NA,2015-03-29 22:55:44,FALSE,NA,"582315231063326721",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",80,FALSE,FALSE,NA,NA
"293","@uisetiawan pagi",FALSE,48,"uisetiawan",2015-03-29 22:37:03,FALSE,"582310355776507904","582310528304836610","223424507","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",1,FALSE,FALSE,NA,NA
"294","Jangan khawatir yg gak punya cinta, jaman sekarang bisa ngontrak.",FALSE,45,NA,2015-03-29 22:36:46,FALSE,NA,"582310458633273344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",65,FALSE,FALSE,NA,NA
"295","Dia telah pergi, oh betapanya bahagia",FALSE,143,NA,2015-03-29 21:58:11,FALSE,NA,"582300746948841473",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",205,FALSE,FALSE,NA,NA
"296","RT @TrendieWW: ""Trending Worldwide:06:14 AM BST""
1. #CWC15Final
2. #RIPFarhatAbbas
3. #PoneleChotaALaPeli
4. #JustinAndArianaOnShots
5. #Me…",FALSE,0,NA,2015-03-29 15:26:16,FALSE,NA,"582202118364266497",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",129,TRUE,FALSE,NA,NA
"297","RT @TrendieWW: ""Trending Worldwide:06:35 AM BST""
1. #CWC15Final
2. #RIPFarhatAbbas
3. #RedVelvet2ndwin
4. #PoneleChotaALaPeli
5. #MeCreiElC…",FALSE,0,NA,2015-03-29 15:25:57,FALSE,NA,"582202036864745473",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",57,TRUE,FALSE,NA,NA
"298","RT @TrendieWW: ""Trending Worldwide:09:15 AM BST""
1. #CWC15Final
2. #RIPFarhatAbbas
3. #ThatThingCalled
4. #SanaBukas
5. Grosjean
6. #BTSBEG…",FALSE,0,NA,2015-03-29 15:24:19,FALSE,NA,"582201629711056896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",41,TRUE,FALSE,NA,NA
"299","RT @TrendieWW: ""Trending Worldwide:09:35 AM BST""
1. #CWC15Final
2. #ThatThingCalled
3. #RIPFarhatAbbas
4. #SanaBukas
5. #BTSBEGINS
6. Vettel",FALSE,0,NA,2015-03-29 15:24:01,FALSE,NA,"582201552493924352",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",32,TRUE,FALSE,NA,NA
"300","Tks Indonesia ! Salam #akuindonesia menduniakan indonesia, &amp; mengindonesiakan dunia. http://t.co/hbR8r6ahPq",FALSE,118,NA,2015-03-29 15:16:19,FALSE,NA,"582199615249743872",NA,"<a href=""http://www.apple.com"" rel=""nofollow"">iOS</a>","farhatabbaslaw",150,FALSE,FALSE,NA,NA
"301","Harta warisan olga milik orang tua kandung &amp; saudara2nya olga,",FALSE,119,NA,2015-03-29 14:58:18,FALSE,NA,"582195082222133248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",90,FALSE,FALSE,NA,NA
"302","Dia membakar neraka.",FALSE,80,NA,2015-03-29 14:51:31,FALSE,NA,"582193373575966720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",36,FALSE,FALSE,NA,NA
"303","Hidup tak baik, sakitpun tak sembuh, sakit sampai mati.",FALSE,82,NA,2015-03-29 14:50:28,FALSE,NA,"582193107577356288",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",139,FALSE,FALSE,NA,NA
"304","RT @hajilul: @farhatabbaslaw ora et labora",FALSE,0,NA,2015-03-29 14:48:20,FALSE,NA,"582192573864755200",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",57,TRUE,FALSE,NA,NA
"305","RT @TrendieWW: ""#RIPFarhatAbbas"" shows up as trending topic world wide at rank 5",FALSE,0,NA,2015-03-29 14:47:40,FALSE,NA,"582192404045819905",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",105,TRUE,FALSE,NA,NA
"306","Gak lama lagi nyusul pasangan-pasangannya yg selama ini sejiwa &amp; badannya.",FALSE,60,NA,2015-03-29 14:46:33,FALSE,NA,"582192124713512960",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",46,FALSE,FALSE,NA,NA
"307","Mati satu nyusul seribu.",FALSE,58,NA,2015-03-29 14:45:40,FALSE,NA,"582191901354262529",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",47,FALSE,FALSE,NA,NA
"308","Jika saya biarkan &amp; tak ungkapkan kekesalan hati ini selama ini, justru semakin tersiksalah dia di alam sana.",FALSE,90,NA,2015-03-29 13:52:45,FALSE,NA,"582178585139511296",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",120,FALSE,FALSE,NA,NA
"309","RT @TrendieWW: ""Trending Worldwide:01:35 PM BST""
1. #NaughtyBoyDontEatZayn
2. #ThatThingCalled
3. We Love You KathNiel
4. #RIPFarhatAbbas
5…",FALSE,0,NA,2015-03-29 13:50:56,FALSE,NA,"582178127331266560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",49,TRUE,FALSE,NA,NA
"310","Belajarlah pada kematian bukan belajar mati.",FALSE,89,NA,2015-03-29 11:25:12,FALSE,NA,"582141451389116417",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",70,FALSE,FALSE,NA,NA
"311","RT @vorilmarpap: @farhatabbaslaw Hidup itu Panggung sandiwara kaleee bang hahahaha Gk maw twet #RIPFarhatAbbas",FALSE,0,NA,2015-03-29 11:24:32,FALSE,NA,"582141284329992193",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",38,TRUE,FALSE,NA,NA
"312","@hajilul )",FALSE,57,"hajilul",2015-03-29 11:24:05,FALSE,"582140800139575297","582141169997516800","1443054200","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",4,FALSE,FALSE,NA,NA
"313","Hidup matinya punya panggung.",FALSE,58,NA,2015-03-29 11:23:07,FALSE,NA,"582140928288124929",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",22,FALSE,FALSE,NA,NA
"314","Falsafah hidup dianggap menyerang &amp; menghina orang? Aneh deh",FALSE,43,NA,2015-03-29 11:22:47,FALSE,NA,"582140844016177152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",18,FALSE,FALSE,NA,NA
"315","Pilih kaya tapi sendiri atau mati tapi ramai?",FALSE,64,NA,2015-03-29 11:21:18,FALSE,NA,"582140471314509824",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",37,FALSE,FALSE,NA,NA
"316","RT @Reza_SPR: ""Trending Worldwide:17:55 AM BST""
1. #CWC15Final
2. #ThatThingCalled
3. #RIPFarhatAbbas
4. #SanaBukas 
@farhatabbaslaw",FALSE,0,NA,2015-03-29 11:19:31,FALSE,NA,"582140022763077632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",56,TRUE,FALSE,NA,NA
"317","Kaya ada masanya,",FALSE,48,NA,2015-03-29 11:19:15,FALSE,NA,"582139954764996608",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",17,FALSE,FALSE,NA,NA
"318","RT @hajilul: @farhatabbaslaw siapa?",FALSE,0,NA,2015-03-29 11:19:03,FALSE,NA,"582139904823431169",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",87,TRUE,FALSE,NA,NA
"319","Hidup menyerang mati dibela.",FALSE,54,NA,2015-03-29 11:18:21,FALSE,NA,"582139728960454657",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",34,FALSE,FALSE,NA,NA
"320","Hidup tertawa mati sengsara.",FALSE,64,NA,2015-03-29 11:17:22,FALSE,NA,"582139482008240128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",61,FALSE,FALSE,NA,NA
"321","RT @TrendieWW: ""Trending Worldwide:12:15 PM BST""
7. #RIPFarhatAbbas
8. سعود الفيصل
9. Happy Palm Sunday
10. WeLOVEyou OliverLancePosadas",FALSE,0,NA,2015-03-29 11:16:20,FALSE,NA,"582139222632480768",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",21,TRUE,FALSE,NA,NA
"322","RT @TrendieWW: ""Trending Worldwide:11:55 AM BST""
1. #CWC15Final
2. #ThatThingCalled
3. #SanaBukas
4. #RIPFarhatAbbas
5. #NedenmiOkuluSevmiy…",FALSE,0,NA,2015-03-29 11:14:19,FALSE,NA,"582138714530279427",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",38,TRUE,FALSE,NA,NA
"323","RT @TrendieWW: ""#RIPFarhatAbbas"" shows up as trending topic world wide at rank 5",FALSE,0,NA,2015-03-29 10:33:02,FALSE,NA,"582128321950961665",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",62,TRUE,FALSE,NA,NA
"324","RT @TrendieWW: ""#RIPFarhatAbbas"" is now trending at rank 3 world wide",FALSE,0,NA,2015-03-29 10:28:58,FALSE,NA,"582127298779832320",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",63,TRUE,FALSE,NA,NA
"325","RT @TrendieWW: ""Trending Worldwide:10:55 AM BST""
1. #CWC15Final
2. #ThatThingCalled
3. #AlexeVeda
4. #RIPFarhatAbbas
5. #askcaptain",FALSE,0,NA,2015-03-29 10:28:13,FALSE,NA,"582127110799523840",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",34,TRUE,FALSE,NA,NA
"326","RT @juliaperrez: mohon maff saya belum bisa di hub hp ilang di masjid sewaktu saya shoolat jenzah.kalo ada yg temuin di lokasi hub saya.dpt…",FALSE,0,NA,2015-03-29 10:23:09,FALSE,NA,"582125836511252480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",1402,TRUE,FALSE,NA,NA
"327","Ramai dg pencopet, banyak yg kehilangan dompet &amp; HP, karena dempet2an.",FALSE,72,NA,2015-03-29 10:17:33,FALSE,NA,"582124427380273152",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",51,FALSE,FALSE,NA,NA
"328","Kirain konser jupe, melayat rupanya?",FALSE,146,NA,2015-03-29 10:16:35,FALSE,NA,"582124183892598784",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",126,FALSE,FALSE,NA,NA
"329","RT @hajilul: Innalillahi wainna ilaihi rojiun, saya turut berduka atas meninggalnya olga syahputra. Semoga amal ibadahnya diterima Tuhan YM…",FALSE,0,NA,2015-03-29 08:13:30,FALSE,NA,"582093209687322624",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",623,TRUE,FALSE,NA,NA
"330","Biasa aja",FALSE,80,NA,2015-03-29 07:16:52,FALSE,NA,"582078959048757248",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",34,FALSE,FALSE,NA,NA
"331","Dia aja udah neraka, buat apa masuk neraka Lagi ?",FALSE,92,NA,2015-03-29 07:09:44,FALSE,NA,"582077161118437376",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",86,FALSE,FALSE,NA,NA
"332","Pahlawannya bencong",FALSE,134,NA,2015-03-29 07:07:06,FALSE,NA,"582076499051712512",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",135,FALSE,FALSE,NA,NA
"333","@elfaARN ini asli lucu ha 3X",FALSE,95,"elfaAP",2015-03-29 07:06:32,FALSE,"582076180653871104","582076358546718720","491104665","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",28,FALSE,FALSE,NA,NA
"334","RT @elfaARN: om @farhatabbaslaw udah sholat belum? sholat berjama'ah yuk aku imamnya kamu mayatnya ;;) #RIPFarhatabbas",FALSE,0,NA,2015-03-29 07:06:14,FALSE,NA,"582076281191170049",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",4578,TRUE,FALSE,NA,NA
"335","Tak ada doa massal yg dikabulkan hanya karena rasa benci &amp; permusuhan yg bersekutu.",FALSE,72,NA,2015-03-29 07:00:08,FALSE,NA,"582074747585851392",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",47,FALSE,FALSE,NA,NA
"336","Saat hidup susah ngejek dia, dia selalu menang, kapan lagi ngejek dia kalo bukan saat dia mati.",FALSE,111,NA,2015-03-29 06:53:04,FALSE,NA,"582072968961921024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",228,FALSE,FALSE,NA,NA
"337","Periuknya udah mati, jauh asap dari panggang,",FALSE,50,NA,2015-03-29 06:49:55,FALSE,NA,"582072176578179072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",28,FALSE,FALSE,NA,NA
"338","Setan mati meninggalkan setan setannya.",FALSE,63,NA,2015-03-29 06:48:37,FALSE,NA,"582071848516521984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",50,FALSE,FALSE,NA,NA
"339","Kematiannya membakar neraka.",FALSE,58,NA,2015-03-29 06:47:25,FALSE,NA,"582071544278466560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","farhatabbaslaw",29,FALSE,FALSE,NA,NA
